metabolites,numerator,denominator,p-value,q-value,FC
saccharopine,CL2355,CK10,0.4564,1.0000,0.66
2-aminoadipate,CL2355,CK10,0.2928,1.0000,0.29
2-oxoadipate,CL2355,CK10,0.1547,1.0000,0.26
pipecolate,CL2355,CK10,0.8219,1.0000,0.84
6-oxopiperidine-2-carboxylate,CL2355,CK10,0.2345,1.0000,0.52
cadaverine,CL2355,CK10,0.7958,1.0000,0.87
N-acetyl-cadaverine,CL2355,CK10,0.9579,1.0000,0.82
5-aminovalerate,CL2355,CK10,0.5474,1.0000,1.56
"N,N,N-trimethyl-5-aminovalerate",CL2355,CK10,0.6307,1.0000,2.92
phenylalanine,CL2355,CK10,0.6971,1.0000,0.82
N-acetylphenylalanine,CL2355,CK10,0.9651,1.0000,1.08
phenylpyruvate,CL2355,CK10,0.3246,1.0000,0.41
phenyllactate (PLA),CL2355,CK10,0.7159,1.0000,1.32
phenethylamine,CL2355,CK10,0.1442,1.0000,0.80
phenylacetate,CL2355,CK10,0.6693,1.0000,0.87
2-hydroxyphenylacetate,CL2355,CK10,0.3842,1.0000,1.86
4-hydroxyphenylacetate,CL2355,CK10,0.3715,1.0000,0.63
tyrosine,CL2355,CK10,0.9221,1.0000,0.92
N-acetyltyrosine,CL2355,CK10,0.8799,1.0000,1.17
tyramine,CL2355,CK10,0.8741,1.0000,0.92
4-hydroxyphenylpyruvate,CL2355,CK10,0.2281,1.0000,0.48
homogentisate,CL2355,CK10,0.2658,1.0000,0.32
3-(4-hydroxyphenyl)lactate,CL2355,CK10,0.7412,1.0000,1.14
dopamine,CL2355,CK10,0.3680,1.0000,0.53
o-tyrosine,CL2355,CK10,0.4578,1.0000,0.65
O-methyltyrosine,CL2355,CK10,0.3380,1.0000,1.36
gentisate,CL2355,CK10,0.6454,1.0000,1.40
N-formylphenylalanine,CL2355,CK10,0.9933,1.0000,1.02
tryptophan,CL2355,CK10,0.7555,1.0000,0.84
N-acetyltryptophan,CL2355,CK10,0.9647,1.0000,1.11
C-glycosyltryptophan,CL2355,CK10,0.0018,0.2152,1.96
oxindolylalanine,CL2355,CK10,0.5876,1.0000,0.76
N-formylkynurenine,CL2355,CK10,0.9916,1.0000,0.98
kynurenine,CL2355,CK10,0.8972,1.0000,0.82
kynurenate,CL2355,CK10,0.9150,1.0000,1.06
N-formylanthranilic acid,CL2355,CK10,0.8736,1.0000,1.09
anthranilate,CL2355,CK10,0.8465,1.0000,0.83
picolinate,CL2355,CK10,0.6382,1.0000,0.90
N-acetylserotonin,CL2355,CK10,0.1940,1.0000,2.34
indolelactate,CL2355,CK10,0.3065,1.0000,1.82
indoleacetate,CL2355,CK10,0.8673,1.0000,1.04
tryptophol,CL2355,CK10,0.9837,1.0000,1.28
indole-3-carboxylate,CL2355,CK10,0.5968,1.0000,1.31
leucine,CL2355,CK10,0.8483,1.0000,0.83
N-acetylleucine,CL2355,CK10,0.9803,1.0000,1.06
4-methyl-2-oxopentanoate,CL2355,CK10,0.1223,1.0000,0.43
alpha-hydroxyisocaproate,CL2355,CK10,0.6519,1.0000,1.04
isovaleryl/2-methylbutyryl CoA,CL2355,CK10,0.7966,1.0000,1.10
isovalerate (i5:0),CL2355,CK10,0.8224,1.0000,1.01
isovalerylglycine,CL2355,CK10,0.3996,1.0000,0.71
isovalerylcarnitine (C5),CL2355,CK10,0.9843,1.0000,0.97
beta-hydroxyisovalerate,CL2355,CK10,0.6533,1.0000,1.20
beta-hydroxyisovaleroylcarnitine,CL2355,CK10,0.6311,1.0000,0.81
beta-hydroxyisovalerylglycine,CL2355,CK10,0.7285,1.0000,1.21
3-methylglutaconate,CL2355,CK10,0.4052,1.0000,1.23
isoleucine,CL2355,CK10,0.7963,1.0000,0.83
N-acetylisoleucine,CL2355,CK10,0.8806,1.0000,1.03
3-methyl-2-oxovalerate,CL2355,CK10,0.1111,1.0000,0.47
2-hydroxy-3-methylvalerate,CL2355,CK10,0.9766,1.0000,1.95
2-methylbutyrylcarnitine (C5),CL2355,CK10,0.7961,1.0000,0.91
tiglylcarnitine (C5:1-DC),CL2355,CK10,0.6649,1.0000,0.79
ethylmalonate,CL2355,CK10,0.1400,1.0000,2.50
methylsuccinate,CL2355,CK10,0.5790,1.0000,0.70
valine,CL2355,CK10,0.6851,1.0000,0.78
N-acetylvaline,CL2355,CK10,0.7838,1.0000,0.87
3-methyl-2-oxobutyrate,CL2355,CK10,0.3324,1.0000,0.63
alpha-hydroxyisovalerate,CL2355,CK10,0.5256,1.0000,1.81
isobutyrylcarnitine (C4),CL2355,CK10,0.8597,1.0000,1.03
3-hydroxyisobutyrate,CL2355,CK10,0.5948,1.0000,0.98
methionine,CL2355,CK10,0.7223,1.0000,0.80
N-acetylmethionine,CL2355,CK10,0.7708,1.0000,0.84
N-formylmethionine,CL2355,CK10,0.8090,1.0000,1.14
methionine sulfone,CL2355,CK10,0.4102,1.0000,2.22
methionine sulfoxide,CL2355,CK10,0.6092,1.0000,1.26
N-acetylmethionine sulfoxide,CL2355,CK10,0.4819,1.0000,1.38
S-adenosylmethionine (SAM),CL2355,CK10,0.1372,1.0000,14.77
S-adenosylhomocysteine (SAH),CL2355,CK10,0.0551,1.0000,20.94
"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",CL2355,CK10,0.4266,1.0000,1.28
2-hydroxy-4-(methylthio)butanoic acid,CL2355,CK10,0.1086,1.0000,5.60
cystathionine,CL2355,CK10,0.9385,1.0000,0.99
cysteine,CL2355,CK10,0.4622,1.0000,1.30
N-acetylcysteine,CL2355,CK10,0.6995,1.0000,0.81
S-methylcysteine,CL2355,CK10,0.1491,1.0000,3.53
S-methylcysteine sulfoxide,CL2355,CK10,0.1889,1.0000,4.14
cysteine s-sulfate,CL2355,CK10,0.4196,1.0000,3.16
cystine,CL2355,CK10,0.1634,1.0000,13.40
lanthionine,CL2355,CK10,0.1901,1.0000,0.66
hypotaurine,CL2355,CK10,0.8113,1.0000,0.81
taurine,CL2355,CK10,0.1909,1.0000,2.54
N-acetyltaurine,CL2355,CK10,0.9800,1.0000,1.10
3-sulfo-alanine,CL2355,CK10,0.9156,1.0000,0.66
cyano-alanine,CL2355,CK10,0.4980,1.0000,0.61
arginine,CL2355,CK10,0.7674,1.0000,1.03
argininosuccinate,CL2355,CK10,0.4869,1.0000,1.84
urea,CL2355,CK10,0.8611,1.0000,0.89
ornithine,CL2355,CK10,0.6829,1.0000,0.64
3-amino-2-piperidone,CL2355,CK10,0.5156,1.0000,0.70
2-oxoarginine*,CL2355,CK10,0.3552,1.0000,0.63
citrulline,CL2355,CK10,0.4628,1.0000,2.09
homoarginine,CL2355,CK10,0.9453,1.0000,1.05
homocitrulline,CL2355,CK10,1.0000,1.0000,1.00
proline,CL2355,CK10,0.6271,1.0000,0.86
dimethylarginine (SDMA + ADMA),CL2355,CK10,0.6364,1.0000,1.15
N-acetylarginine,CL2355,CK10,0.7299,1.0000,0.88
N-delta-acetylornithine,CL2355,CK10,0.4886,1.0000,0.65
trans-4-hydroxyproline,CL2355,CK10,0.8677,1.0000,0.85
pro-hydroxy-pro,CL2355,CK10,0.8782,1.0000,1.01
N-methylproline,CL2355,CK10,0.9305,1.0000,0.98
N-monomethylarginine,CL2355,CK10,0.3094,1.0000,1.35
argininate*,CL2355,CK10,0.3478,1.0000,1.71
creatine,CL2355,CK10,0.7035,1.0000,1.19
agmatine,CL2355,CK10,0.1759,1.0000,0.41
acetylagmatine,CL2355,CK10,0.5616,1.0000,0.75
putrescine,CL2355,CK10,0.6991,1.0000,1.24
N-acetylputrescine,CL2355,CK10,0.9766,1.0000,0.96
N-carbamoylputrescine,CL2355,CK10,0.8069,1.0000,0.57
isoputreanine,CL2355,CK10,0.9838,1.0000,1.07
N-acetyl-isoputreanine,CL2355,CK10,0.7432,1.0000,1.40
spermidine,CL2355,CK10,0.6822,1.0000,0.80
N('1)-acetylspermidine,CL2355,CK10,0.3979,1.0000,1.47
diacetylspermidine*,CL2355,CK10,0.0266,1.0000,8.73
spermine,CL2355,CK10,0.9009,1.0000,0.75
N(1)-acetylspermine,CL2355,CK10,0.2693,1.0000,2.85
"N1,N12-diacetylspermine",CL2355,CK10,0.2674,1.0000,5.35
S-adenosylmethioninamine,CL2355,CK10,0.5560,1.0000,2.15
5-methylthioadenosine (MTA),CL2355,CK10,0.0196,0.8853,4.72
4-acetamidobutanoate,CL2355,CK10,0.7478,1.0000,1.25
4-guanidinobutanoate,CL2355,CK10,0.9087,1.0000,0.89
"glutathione, reduced (GSH)",CL2355,CK10,0.3367,1.0000,0.45
"glutathione, oxidized (GSSG)",CL2355,CK10,0.4359,1.0000,0.40
cysteine-glutathione disulfide,CL2355,CK10,0.3988,1.0000,2.01
cysteinylglycine,CL2355,CK10,0.2148,1.0000,0.50
cysteinylglycine disulfide*,CL2355,CK10,0.3613,1.0000,4.70
5-oxoproline,CL2355,CK10,0.0083,0.4237,0.21
2-hydroxybutyrate/2-hydroxyisobutyrate,CL2355,CK10,0.2987,1.0000,0.46
ophthalmate,CL2355,CK10,0.3720,1.0000,0.25
"S-(1,2-dicarboxyethyl)glutathione",CL2355,CK10,0.0586,1.0000,0.36
CoA-glutathione*,CL2355,CK10,0.7581,1.0000,1.31
gamma-glutamylalanine,CL2355,CK10,0.6263,1.0000,1.64
gamma-glutamylcysteine,CL2355,CK10,0.6894,1.0000,0.71
gamma-glutamylglutamate,CL2355,CK10,0.3657,1.0000,1.56
gamma-glutamylglutamine,CL2355,CK10,0.4409,1.0000,0.48
gamma-glutamylglycine,CL2355,CK10,0.9761,1.0000,0.91
gamma-glutamylhistidine,CL2355,CK10,0.6429,1.0000,1.40
gamma-glutamylisoleucine*,CL2355,CK10,0.9648,1.0000,0.99
gamma-glutamylleucine,CL2355,CK10,0.9999,1.0000,1.00
gamma-glutamyl-alpha-lysine,CL2355,CK10,0.6049,1.0000,0.65
gamma-glutamylmethionine,CL2355,CK10,0.8578,1.0000,0.71
gamma-glutamylphenylalanine,CL2355,CK10,0.7236,1.0000,0.65
gamma-glutamylthreonine,CL2355,CK10,0.4662,1.0000,0.62
gamma-glutamyltyrosine,CL2355,CK10,0.3678,1.0000,0.70
gamma-glutamylvaline,CL2355,CK10,0.9434,1.0000,0.86
gamma-glutamylserine,CL2355,CK10,0.4532,1.0000,0.64
gamma-glutamylcitrulline*,CL2355,CK10,0.9348,1.0000,0.91
leucylhydroxyproline*,CL2355,CK10,0.7952,1.0000,0.80
alanylleucine,CL2355,CK10,0.7550,1.0000,0.71
cyclo(gly-pro),CL2355,CK10,0.0496,1.0000,1.69
glycylisoleucine,CL2355,CK10,0.6385,1.0000,0.57
glycylleucine,CL2355,CK10,0.7332,1.0000,0.72
glycylvaline,CL2355,CK10,0.5706,1.0000,0.57
histidylalanine,CL2355,CK10,0.3719,1.0000,0.40
isoleucylglycine,CL2355,CK10,0.7366,1.0000,0.68
leucylalanine,CL2355,CK10,0.8068,1.0000,1.36
leucylglycine,CL2355,CK10,0.7744,1.0000,0.78
lysylleucine,CL2355,CK10,0.3061,1.0000,0.14
phenylalanylalanine,CL2355,CK10,0.5603,1.0000,0.56
phenylalanylglycine,CL2355,CK10,0.7922,1.0000,0.79
phenylalanylhydroxyproline*,CL2355,CK10,0.5379,1.0000,1.75
prolylglycine,CL2355,CK10,0.7687,1.0000,0.78
threonylphenylalanine,CL2355,CK10,0.5708,1.0000,0.51
tyrosylglycine,CL2355,CK10,0.6629,1.0000,0.67
valylglutamine,CL2355,CK10,0.4217,1.0000,0.46
valylglycine,CL2355,CK10,0.2534,1.0000,0.41
valylleucine,CL2355,CK10,0.7252,1.0000,0.54
leucylglutamine*,CL2355,CK10,0.8000,1.0000,0.72
alanyl-glutamyl-meso-diaminopimelate,CL2355,CK10,0.7183,1.0000,1.63
phenylacetylcarnitine,CL2355,CK10,0.9907,1.0000,0.93
phenylacetylglutamine,CL2355,CK10,0.9752,1.0000,0.95
"N,N-dimethyl-pro-pro",CL2355,CK10,0.8752,1.0000,0.99
"1,5-anhydroglucitol (1,5-AG)",CL2355,CK10,0.1916,1.0000,1.52
glucose,CL2355,CK10,0.7900,1.0000,0.78
glucose 6-phosphate,CL2355,CK10,0.0789,1.0000,0.09
"fructose 1,6-diphosphate/glucose 1,6-diphosphate/myo-inositol diphosphates",CL2355,CK10,0.2179,1.0000,0.60
dihydroxyacetone phosphate (DHAP),CL2355,CK10,0.2111,1.0000,0.58
2-phosphoglycerate,CL2355,CK10,0.8754,1.0000,0.41
3-phosphoglycerate,CL2355,CK10,0.6020,1.0000,1.38
phosphoenolpyruvate (PEP),CL2355,CK10,0.8202,1.0000,1.08
pyruvate,CL2355,CK10,0.9223,1.0000,0.87
lactate,CL2355,CK10,0.2296,1.0000,1.36
glycerate,CL2355,CK10,0.2156,1.0000,2.10
6-phosphogluconate,CL2355,CK10,0.1809,1.0000,0.43
ribose 1-phosphate,CL2355,CK10,0.5696,1.0000,0.31
sedoheptulose-7-phosphate,CL2355,CK10,0.8431,1.0000,1.06
ribose,CL2355,CK10,0.7213,1.0000,1.44
ribitol,CL2355,CK10,0.4698,1.0000,1.31
ribonate,CL2355,CK10,0.5573,1.0000,1.40
arabitol/xylitol,CL2355,CK10,0.0222,0.9447,1.95
arabonate/xylonate,CL2355,CK10,0.1978,1.0000,2.30
sedoheptulose,CL2355,CK10,0.6283,1.0000,1.53
lyxonate,CL2355,CK10,0.5324,1.0000,0.54
maltotetraose,CL2355,CK10,0.4659,1.0000,0.39
maltotriose,CL2355,CK10,0.1802,1.0000,0.35
maltose,CL2355,CK10,0.6185,1.0000,0.75
lactobionate,CL2355,CK10,0.9527,1.0000,1.30
trehalose,CL2355,CK10,0.5012,1.0000,0.24
trehalose 6-phosphate,CL2355,CK10,0.0842,1.0000,0.02
mannitol/sorbitol,CL2355,CK10,0.9273,1.0000,0.91
mannose,CL2355,CK10,0.5738,1.0000,0.70
galactitol (dulcitol),CL2355,CK10,0.4312,1.0000,1.32
UDP-glucose,CL2355,CK10,0.3119,1.0000,0.22
UDP-galactose,CL2355,CK10,0.2758,1.0000,0.04
UDP-glucuronate,CL2355,CK10,0.1204,1.0000,0.01
UDP-N-acetylglucosamine/galactosamine,CL2355,CK10,0.5537,1.0000,0.33
deoxythymidine diphosphate-rhamnose,CL2355,CK10,0.7785,1.0000,1.37
glucosamine-6-phosphate,CL2355,CK10,0.2022,1.0000,0.22
glucuronate,CL2355,CK10,0.1714,1.0000,0.56
diacetylchitobiose,CL2355,CK10,0.3365,1.0000,0.43
N-acetylglucosamine 6-phosphate,CL2355,CK10,0.2687,1.0000,0.23
N-acetyl-glucosamine 1-phosphate,CL2355,CK10,0.5976,1.0000,0.35
N-acetylmuramate,CL2355,CK10,0.2525,1.0000,2.63
N-acetylglucosaminylasparagine,CL2355,CK10,0.9490,1.0000,0.98
erythronate*,CL2355,CK10,0.3813,1.0000,1.30
N-acetylglucosamine/N-acetylgalactosamine,CL2355,CK10,0.0545,1.0000,0.59
N6-carboxymethyllysine,CL2355,CK10,0.4947,1.0000,0.78
citrate,CL2355,CK10,0.9572,1.0000,1.02
aconitate [cis or trans],CL2355,CK10,0.3813,1.0000,0.47
isocitrate,CL2355,CK10,0.2243,1.0000,0.30
alpha-ketoglutarate,CL2355,CK10,0.2097,1.0000,0.36
succinylcarnitine (C4-DC),CL2355,CK10,0.4838,1.0000,0.79
succinate,CL2355,CK10,0.9727,1.0000,0.91
fumarate,CL2355,CK10,0.8267,1.0000,0.90
malate,CL2355,CK10,0.6109,1.0000,0.86
2-methylcitrate/homocitrate,CL2355,CK10,0.8401,1.0000,1.16
phosphate,CL2355,CK10,0.8574,1.0000,1.00
acetyl CoA,CL2355,CK10,0.0421,1.0000,3.81
butyrate/isobutyrate (4:0),CL2355,CK10,0.2459,1.0000,2.03
caprate (10:0),CL2355,CK10,0.6035,1.0000,0.73
cis-4-decenoate (10:1n6)*,CL2355,CK10,0.4067,1.0000,1.86
10-undecenoate (11:1n1),CL2355,CK10,0.5988,1.0000,0.76
laurate (12:0),CL2355,CK10,0.2160,1.0000,0.57
5-dodecenoate (12:1n7),CL2355,CK10,0.6495,1.0000,1.27
myristate (14:0),CL2355,CK10,0.2997,1.0000,0.62
stearate (18:0),CL2355,CK10,0.3406,1.0000,0.63
nonadecanoate (19:0),CL2355,CK10,0.3972,1.0000,0.53
arachidate (20:0),CL2355,CK10,0.2798,1.0000,0.50
behenate (22:0)*,CL2355,CK10,0.9585,1.0000,1.10
myristoleate (14:1n5),CL2355,CK10,0.8089,1.0000,0.86
palmitoleate (16:1n7),CL2355,CK10,0.9869,1.0000,1.01
oleate/vaccenate (18:1),CL2355,CK10,0.9505,1.0000,1.02
eicosenoate (20:1),CL2355,CK10,0.3705,1.0000,1.77
erucate (22:1n9),CL2355,CK10,0.4046,1.0000,1.67
tetradecadienoate (14:2)*,CL2355,CK10,0.7007,1.0000,1.34
hexadecatrienoate (16:3n3),CL2355,CK10,0.4209,1.0000,0.62
heptadecatrienoate (17:3)*,CL2355,CK10,0.5959,1.0000,0.72
stearidonate (18:4n3),CL2355,CK10,0.5397,1.0000,0.76
eicosapentaenoate (EPA; 20:5n3),CL2355,CK10,0.7205,1.0000,0.81
docosapentaenoate (n3 DPA; 22:5n3),CL2355,CK10,0.3612,1.0000,1.71
docosatrienoate (22:3n3),CL2355,CK10,0.7714,1.0000,1.26
hexadecadienoate (16:2n6),CL2355,CK10,0.7602,1.0000,0.88
linoleate (18:2n6),CL2355,CK10,0.8356,1.0000,1.05
linolenate [alpha or gamma; (18:3n3 or 6)],CL2355,CK10,0.5937,1.0000,0.71
dihomo-linoleate (20:2n6),CL2355,CK10,0.1418,1.0000,2.19
dihomo-linolenate (20:3n3 or n6),CL2355,CK10,0.7042,1.0000,0.85
arachidonate (20:4n6),CL2355,CK10,0.1478,1.0000,0.68
docosadienoate (22:2n6),CL2355,CK10,0.0994,1.0000,2.99
(12 or 13)-methylmyristate (a15:0 or i15:0),CL2355,CK10,0.8264,1.0000,0.88
(14 or 15)-methylpalmitate (a17:0 or i17:0),CL2355,CK10,0.4660,1.0000,1.61
(16 or 17)-methylstearate (a19:0 or i19:0),CL2355,CK10,0.9346,1.0000,1.06
glutarate (C5-DC),CL2355,CK10,0.7917,1.0000,0.34
2-hydroxyglutarate,CL2355,CK10,0.3656,1.0000,1.51
3-hydroxyadipate,CL2355,CK10,0.3021,1.0000,0.66
maleate,CL2355,CK10,0.6967,1.0000,0.77
suberate (C8-DC),CL2355,CK10,0.1019,1.0000,2.69
azelate (C9-DC),CL2355,CK10,0.4609,1.0000,1.26
sebacate (C10-DC),CL2355,CK10,0.9665,1.0000,1.02
dodecanedioate (C12-DC),CL2355,CK10,0.4156,1.0000,1.25
dodecadienoate (12:2)*,CL2355,CK10,0.5866,1.0000,1.44
tetradecanedioate (C14-DC),CL2355,CK10,0.1652,1.0000,0.65
hexadecanedioate (C16-DC),CL2355,CK10,0.0397,1.0000,0.50
hexadecenedioate (C16:1-DC)*,CL2355,CK10,0.9210,1.0000,0.97
octadecanedioate (C18-DC),CL2355,CK10,0.1942,1.0000,0.58
octadecenedioate (C18:1-DC),CL2355,CK10,0.6377,1.0000,0.84
octadecadienedioate (C18:2-DC)*,CL2355,CK10,0.6025,1.0000,1.36
nonadecanedioate (C19-DC),CL2355,CK10,0.8612,1.0000,0.95
propionylcarnitine (C3),CL2355,CK10,0.1576,1.0000,2.42
methylmalonate (MMA),CL2355,CK10,0.3445,1.0000,1.15
acetylcarnitine (C2),CL2355,CK10,0.0040,0.2984,3.90
octanoylcarnitine (C8),CL2355,CK10,0.8733,1.0000,0.94
"cis-3,4-methyleneheptanoylcarnitine",CL2355,CK10,0.8205,1.0000,1.10
pentadecanoylcarnitine (C15)*,CL2355,CK10,0.6317,1.0000,1.30
palmitoylcarnitine (C16),CL2355,CK10,0.5718,1.0000,0.68
margaroylcarnitine (C17)*,CL2355,CK10,0.9694,1.0000,1.00
stearoylcarnitine (C18),CL2355,CK10,0.1119,1.0000,0.40
arachidoylcarnitine (C20)*,CL2355,CK10,0.0775,1.0000,0.50
behenoylcarnitine (C22)*,CL2355,CK10,0.3965,1.0000,0.70
lignoceroylcarnitine (C24)*,CL2355,CK10,0.1863,1.0000,0.64
cerotoylcarnitine (C26)*,CL2355,CK10,0.3569,1.0000,0.74
3-decenoylcarnitine,CL2355,CK10,0.6636,1.0000,0.81
cis-4-decenoylcarnitine (C10:1),CL2355,CK10,0.3069,1.0000,1.79
undecenoylcarnitine (C11:1),CL2355,CK10,0.2770,1.0000,1.56
5-dodecenoylcarnitine (C12:1),CL2355,CK10,0.9209,1.0000,1.15
myristoleoylcarnitine (C14:1)*,CL2355,CK10,0.6252,1.0000,0.74
palmitoleoylcarnitine (C16:1)*,CL2355,CK10,0.4663,1.0000,1.56
oleoylcarnitine (C18:1),CL2355,CK10,0.6210,1.0000,1.41
eicosenoylcarnitine (C20:1)*,CL2355,CK10,0.6940,1.0000,1.29
linoleoylcarnitine (C18:2)*,CL2355,CK10,0.1095,1.0000,3.17
dihomo-linoleoylcarnitine (C20:2)*,CL2355,CK10,0.2675,1.0000,2.53
arachidonoylcarnitine (C20:4),CL2355,CK10,0.8436,1.0000,1.09
dihomo-linolenoylcarnitine (C20:3n3 or 6)*,CL2355,CK10,0.6555,1.0000,1.26
(R)-3-hydroxybutyrylcarnitine,CL2355,CK10,0.4100,1.0000,1.47
(S)-3-hydroxybutyrylcarnitine,CL2355,CK10,0.5872,1.0000,1.34
3-hydroxyoctanoylcarnitine (1),CL2355,CK10,0.8233,1.0000,1.15
3-hydroxydecanoylcarnitine,CL2355,CK10,0.5320,1.0000,1.35
3-hydroxyoleoylcarnitine,CL2355,CK10,0.8861,1.0000,1.09
deoxycarnitine,CL2355,CK10,0.3972,1.0000,1.23
carnitine,CL2355,CK10,0.3972,1.0000,0.76
3-hydroxybutyrate (BHBA),CL2355,CK10,0.6598,1.0000,1.45
acetylcholine,CL2355,CK10,0.0002,0.1211,6.34
myristoylcholine*,CL2355,CK10,0.4466,1.0000,0.87
palmitoylcholine,CL2355,CK10,0.4065,1.0000,1.34
oleoylcholine,CL2355,CK10,0.3386,1.0000,1.53
linoleoylcholine*,CL2355,CK10,0.3578,1.0000,1.59
stearoylcholine*,CL2355,CK10,0.6365,1.0000,0.67
arachidonoylcholine,CL2355,CK10,0.7686,1.0000,1.11
eicosapentaenoylcholine,CL2355,CK10,0.4154,1.0000,1.46
4-hydroxybutyrate (GHB),CL2355,CK10,0.5088,1.0000,0.45
2-hydroxystearate,CL2355,CK10,0.8613,1.0000,0.93
2-hydroxybehenate,CL2355,CK10,0.2493,1.0000,0.54
2-hydroxylignocerate*,CL2355,CK10,0.3973,1.0000,0.78
3-hydroxyvalerate,CL2355,CK10,0.2765,1.0000,1.50
3-hydroxyhexanoate,CL2355,CK10,0.2650,1.0000,3.22
3-hydroxyoctanoate,CL2355,CK10,0.5876,1.0000,1.34
3-hydroxylaurate,CL2355,CK10,0.9812,1.0000,1.01
3-hydroxymyristate,CL2355,CK10,0.5047,1.0000,1.26
3-hydroxystearate,CL2355,CK10,0.7539,1.0000,1.23
5-hydroxyhexanoate,CL2355,CK10,0.5778,1.0000,1.21
8-hydroxyoctanoate,CL2355,CK10,0.7286,1.0000,1.21
"12,13-DiHOME",CL2355,CK10,0.0803,1.0000,3.94
"9,10-DiHOME",CL2355,CK10,0.2007,1.0000,4.19
"2S,3R-dihydroxybutyrate",CL2355,CK10,0.2697,1.0000,2.87
"2R,3R-dihydroxybutyrate",CL2355,CK10,0.5741,1.0000,0.81
"17,18-DiHETE",CL2355,CK10,0.5805,1.0000,1.51
5-HEPE,CL2355,CK10,0.4200,1.0000,1.81
oleoyl ethanolamide,CL2355,CK10,0.1916,1.0000,2.03
myristoyl ethanolamide,CL2355,CK10,0.0310,1.0000,0.37
palmitoyl ethanolamide,CL2355,CK10,0.0448,1.0000,0.46
stearoyl ethanolamide,CL2355,CK10,0.4187,1.0000,0.69
eicosapentaenoyl ethanolamide,CL2355,CK10,0.9719,1.0000,1.30
arachidonoyl ethanolamide,CL2355,CK10,0.7584,1.0000,1.01
linoleoyl ethanolamide,CL2355,CK10,0.9802,1.0000,1.14
linolenoyl ethanolamide,CL2355,CK10,0.5438,1.0000,0.78
palmitoleoyl ethanolamide*,CL2355,CK10,0.8015,1.0000,1.10
margaroyl ethanolamide*,CL2355,CK10,0.8425,1.0000,0.92
myo-inositol,CL2355,CK10,0.6649,1.0000,0.78
chiro-inositol,CL2355,CK10,0.1204,1.0000,2.20
choline,CL2355,CK10,0.6552,1.0000,1.08
choline phosphate,CL2355,CK10,0.6077,1.0000,0.64
cytidine 5'-diphosphocholine,CL2355,CK10,0.8521,1.0000,0.73
glycerophosphorylcholine (GPC),CL2355,CK10,0.8626,1.0000,0.93
phosphoethanolamine,CL2355,CK10,0.4178,1.0000,0.75
cytidine-5'-diphosphoethanolamine,CL2355,CK10,0.2211,1.0000,0.25
glycerophosphoethanolamine,CL2355,CK10,0.5322,1.0000,0.56
glycerophosphoserine*,CL2355,CK10,0.8375,1.0000,1.15
glycerophosphoinositol*,CL2355,CK10,0.6651,1.0000,0.65
trimethylamine N-oxide,CL2355,CK10,0.9655,1.0000,1.43
1-palmitoyl-2-stearoyl-GPC (16:0/18:0),CL2355,CK10,0.0029,0.2765,0.28
1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),CL2355,CK10,0.1094,1.0000,0.51
1-palmitoleoyl-2-oleoyl-GPC (16:1/18:1)*,CL2355,CK10,0.1813,1.0000,1.64
"1,2-distearoyl-GPC (18:0/18:0)",CL2355,CK10,0.0020,0.2152,0.23
1-stearoyl-2-oleoyl-GPC (18:0/18:1),CL2355,CK10,0.1672,1.0000,0.65
1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,CL2355,CK10,0.1626,1.0000,0.67
1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),CL2355,CK10,0.0074,0.4237,0.34
"1,2-dioleoyl-GPC (18:1/18:1)",CL2355,CK10,0.4259,1.0000,1.23
1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*,CL2355,CK10,0.0635,1.0000,1.78
1-oleoyl-2-alpha-linolenoyl-GPC (18:1/18:3n3),CL2355,CK10,0.0078,0.4237,0.35
1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*,CL2355,CK10,0.7834,1.0000,1.16
1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,CL2355,CK10,0.7129,1.0000,0.87
"1,2-dipalmitoyl-GPE (16:0/16:0)*",CL2355,CK10,0.3858,1.0000,1.95
1-palmitoyl-2-stearoyl-GPE (16:0/18:0)*,CL2355,CK10,0.0067,0.4237,3.73
1-palmitoyl-2-oleoyl-GPE (16:0/18:1),CL2355,CK10,0.1098,1.0000,2.20
1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*,CL2355,CK10,0.6296,1.0000,0.78
1-palmitoleoyl-2-oleoyl-GPE (16:1/18:1)*,CL2355,CK10,0.1732,1.0000,2.32
1-stearoyl-2-oleoyl-GPE (18:0/18:1),CL2355,CK10,0.3284,1.0000,1.43
1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*,CL2355,CK10,0.4268,1.0000,1.53
1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),CL2355,CK10,0.1114,1.0000,0.56
"1,2-dioleoyl-GPE (18:1/18:1)",CL2355,CK10,0.0019,0.2152,2.51
1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,CL2355,CK10,0.0004,0.1273,2.94
1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*,CL2355,CK10,0.9587,1.0000,0.98
