CHEM_ID,LIB_ID,COMP_ID,CHRO_LIB_ENTRY_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,TYPE,INCHIKEY,SMILES,CHEMICAL_NAME,PLOT_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PUBCHEM,PLATFORM
1113,400,1558,155399,Amino Acid,Polyamine Metabolism,560,NAMED,UZTFMUBKZQVKLK-UHFFFAOYSA-N,CC(NCCCC(O)=O)=O,4-acetamidobutanoate,4-acetamidobutanoate,3025-96-5,17180,HMDB0003681,C02946,18189,Pos Early
1114,400,1566,155405,Nucleotide,"Pyrimidine Metabolism, Thymine containing",4284,NAMED,QCHPKSFMDHPSNR-UHFFFAOYSA-N,O=C(O)C(C)CN,3-aminoisobutyrate,3-aminoisobutyrate,"214139-20-5,10569-72-9",58481,HMDB0002166,C05145,64956,Pos Early
1124,209,1564,124575,Energy,TCA Cycle,1440,NAMED,KRKNYBCHXYNGOX-UHFFFAOYSA-N,OC(CC(CC(O)=O)(O)C(O)=O)=O,citrate,citrate,77-92-9,305,HMDB0000094,C00158,311,Neg
1125,209,1559,124573,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4232,NAMED,OIVLITBTBDPEFK-UHFFFAOYSA-N,O=C(CCN1)NC1=O,"5,6-dihydrouracil","5,6-dihydrouracil",504-07-4,629,HMDB0000076,C00429,649,Neg
1133,400,1603,155431,Amino Acid,Tyrosine Metabolism,170,NAMED,DZGWFCGJZKJUFP-UHFFFAOYSA-N,OC1=CC=C(CCN)C=C1,tyramine,tyramine,60-19-5,5408,HMDB0000306,C00483,5610,Pos Early
1134,209,1604,124593,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",4132,NAMED,LEHOTFFKMJEONL-UHFFFAOYSA-N,O=C1NC(NC(NC2=O)=O)=C2N1,urate,urate,"120K5305,69-93-2",,HMDB0000289,C00366,1175,Neg
1137,402,38102,158973,Lipid,Endocannabinoid,2160,NAMED,BOWVQLFMWHZBEF-KTKRTIGZSA-N,O=C(NCCO)CCCCCCC/C=C\CCCCCCCC,oleoyl ethanolamide,oleoyl ethanolamide,"111-58-0,11-58-0",4446574,HMDB0002088,,5283454,Pos Late
1140,400,2730,155470,Peptide,Gamma-glutamyl Amino Acid,635,NAMED,JBFYFLXEJFQWMU-WDSKDSINSA-N,O=C(N)CC[C@@H](C(O)=O)NC(CC[C@@H](C(O)=O)N)=O,gamma-glutamylglutamine,gamma-glutamylglutamine,10148-81-9,133013,HMDB0011738,C05283,150914,Pos Early
1141,209,1669,124595,Amino Acid,Tyrosine Metabolism,175,NAMED,KKADPXVIOXHVKN-UHFFFAOYSA-N,OC1=CC=C(CC(C(O)=O)=O)C=C1,4-hydroxyphenylpyruvate,4-hydroxyphenylpyruvate,156-39-8,954,HMDB0000707,C01179,979,Neg
1143,209,40605,223227,Lipid,Short Chain Fatty Acid,1488,NAMED,FERIUCNNQQJTOY-UHFFFAOYSA-N,OC(CCC)=O,butyrate/isobutyrate (4:0),butyrate/isobutyrate (4:0),109-92-6,259,HMDB0000039,C00246,264,Neg
1200,400,32360,155917,Amino Acid,Polyamine Metabolism,553,NAMED,GUNURVWAJRRUAV-UHFFFAOYSA-N,CC(NCCCNCCCCNCCCN)=O,N(1)-acetylspermine,N(1)-acetylspermine,77928-70-2,892,HMDB0001186,C02567,"496,916",Pos Early
1206,305,12110,147725,Energy,TCA Cycle,1444,NAMED,ODBLHEXUDAPZAU-OKKQSCSOSA-N,OC(C[C@@H]([C@H](O)C(O)=O)[C@@](O)=O)=O,isocitrate,isocitrate,20226-99-7,1161,HMDB0001874,C00451,5318532,Polar
1207,400,12142,155521,Amino Acid,Phenylalanine Metabolism,154,NAMED,BHHGXPLMPWCGHP-UHFFFAOYSA-N,NCCC1=CC=CC=C1,phenethylamine,phenethylamine,64-04-0,13856352,HMDB0012275,C05332,1001,Pos Early
1212,305,15741,147960,Carbohydrate,Aminosugar Metabolism,1413,NAMED,FZLJPEPAYPUMMR-FMDGEEDCSA-N,O[C@H]1[C@H](O)[C@@H](CO)O[C@H](OP(O)(O)=O)[C@@H]1NC(C)=O,N-acetyl-glucosamine 1-phosphate,N-acetyl-glucosamine 1-phosphate,31281-59-1,389323,HMDB0001367,C04256,440364,Polar
1213,305,15107,147950,Carbohydrate,Aminosugar Metabolism,1412,NAMED,BRGMHAYQAZFZDJ-FMDGEEDCSA-N,O[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1NC(C)=O,N-acetylglucosamine 6-phosphate,N-acetylglucosamine 6-phosphate,102029-88-9,8216065,HMDB0002817,C00357,439219,Polar
1214,209,15691,126027,Nucleotide,"Purine Metabolism, Adenine containing",4145,NAMED,WHTCPDAXWFLDIH-UHFFFAOYSA-N,OC(C1OP(O)(O)=O)C(OC1COP(O)(O)=O)N2C(N=CN=C3N)=C3N=C2,"adenosine 3',5'-diphosphate","adenosine 3',5'-diphosphate",75431-54-8,19951095,HMDB0000061,C00054,159296,Neg
1215,400,48149,157725,Carbohydrate,Aminosugar Metabolism,1431,NAMED,YTTRPBWEMMPYSW-VFFCQLMOSA-N,O[C@H]1[C@H](O)[C@@H](CO)O[C@@H](NC(CC(N)C(O)=O)=O)[C@@H]1NC(C)=O,N-acetylglucosaminylasparagine,N-acetylglucosaminylasparagine,2776-93-4,21403014,HMDB0000489,C04540,123826,Pos Early
1219,400,15499,155553,Amino Acid,"Glycine, Serine and Threonine Metabolism",8,NAMED,ZITVQIBHULMKJS-UHFFFAOYSA-N,C[N+](C)(C)[CH-]C([H])=O,betaine aldehyde,betaine aldehyde,7758-31-8,244,HMDB0001252,C00576,249,Pos Early
1220,305,34418,147574,Lipid,Phospholipid Metabolism,2235,NAMED,RZZPDXZPRHQOCG-OJAKKHQRSA-N,O[C@]([C@@]1(O)[H])([C@](O[C@](COP(OP(OCC[N+](C)(C)C)(O)=O)([O-])=O)1[H])([H])N2C=CC(N)=NC2=O)[H],cytidine 5'-diphosphocholine,CDP-choline,33818-15-4,21531769,HMDB0001413,C00307,13804,Polar
1221,400,27718,155838,Amino Acid,Creatine Metabolism,528,NAMED,CVSVTCORWBXHQV-UHFFFAOYSA-N,CN(C(N)=N)CC(O)=O,creatine,creatine,57-00-1,566,HMDB0000064,C00300,586,Pos Early
1225,305,12020,147723,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4235,NAMED,JSRLJPSBLDHEIO-SHYZEUOFSA-N,[H][C@]1([H])[C@@](O)([H])[C@](COP(O)(O)=O)([H])O[C@]1(N(C=C2)C(NC2=O)=O)[H],2'-deoxyuridine 5'-monophosphate,2'-deoxyuridine 5'-monophosphate,42155-08-8,18555972,HMDB0001409,C00365,65063,Polar
1231,209,17805,126039,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1571,NAMED,XSXIVVZCUAHUJO-HZJYTTRNSA-N,O=C(O)CCCCCCCCC/C=C\C/C=C\CCCCC,dihomo-linoleate (20:2n6),dihomolinoleate (20:2n6),2091-39-6,4944228,HMDB0005060,C16525,6439848,Neg
1235,400,18245,155638,Peptide,Gamma-glutamyl Amino Acid,637,NAMED,PXVCMZCJAUJLJP-YUMQZZPRSA-N,O=C(O)[C@@H](N)CCC(N[C@@H](CC1=CNC=N1)C(O)=O)=O,gamma-glutamylhistidine,gamma-glutamylhistidine,37460-15-4,5380197,HMDB0029151,,7017195,Pos Early
1239,209,17945,126830,Lipid,"Fatty Acid, Monohydroxy",1972,NAMED,KIHBGTRZFAVZRV-QGZVFWFLSA-N,OC([C@H](O)CCCCCCCCCCCCCCCC)=O,2-hydroxystearate,2-hydroxystearate,629-22-1,62625,HMDB0062549,"C03042,C03045","439887,439885,69417",Neg
1242,400,15650,155564,Nucleotide,"Purine Metabolism, Adenine containing",4154,NAMED,GFYLSDSUCHVORB-IOSLPCCCSA-N,N=C1C2=C(N([C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](CO)([H])O3)C=N2)N=CN1C,N1-methyladenosine,1-methyladenosine,15763-06-1,4573813,HMDB0003331,C02494,27476,Pos Early
1244,209,18330,124657,Cofactors and Vitamins,Folate Metabolism,4390,NAMED,ZNOVTXRBGFNYRX-UHFFFAOYSA-N,CN1C(C2=O)=C(NC(N)=N2)NCC1CNC3=CC=C(C(NC(C(O)=O)CCC(O)=O)=O)C=C3,5-methyltetrahydrofolate (5MeTHF),5-methyltetrahydrofolate (5MeTHF),"68792-52-9,68703-91-3",143,HMDB0001396,C00440,3729,Neg
1248,209,12023,124621,Nucleotide,"Pyrimidine Metabolism, Thymine containing",4271,NAMED,GYOZYWVXFNDGLU-XLPZGREQSA-N,CC1=CN([C@@]2([H])[C@@]([H])([H])[C@@](O)([H])[C@](COP(O)(O)=O)([H])O2)C(NC1=O)=O,thymidine 5'-monophosphate,TMP,33430-62-5,10239189,HMDB0001227,C00364,9700,Neg
1254,209,15122,126021,Lipid,Glycerolipid Metabolism,2842,NAMED,PEDCQBHIVMGVHV-UHFFFAOYSA-N,OC(CO)CO,glycerol,glycerol,56-81-5,733,HMDB0000131,C00116,753,Neg
1256,400,15506,155556,Lipid,Phospholipid Metabolism,2233,NAMED,CRBHXDCYXIISFC-UHFFFAOYSA-N,[O-]CC[N+](C)(C)C,choline,choline,67-48-1,149278,HMDB0000097,C00114,305,Pos Early
1258,400,57746,213341,Amino Acid,Tryptophan Metabolism,275,NAMED,RWZYAGGXGHYGMB-UHFFFAOYSA-N,OC(C1=CC=CC=C1N)=O,anthranilate,anthranilate,118-92-3,222,HMDB0001123,C00108,227,Pos Early
1263,400,15915,155605,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",445,NAMED,MEFKEPWMEQBLKI-YDBXVIPQSA-N,NC1=NC=NC2=C1N=CN2[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](C[S+](CCC(N)C([O-])=O)C)([H])O3,S-adenosylmethionine (SAM),S-adenosylmethionine (SAM),"86867-01-8,24346-00-7,86867-0108",,HMDB0001185,C00019,34755,Pos Early
1268,400,18369,155662,Peptide,Gamma-glutamyl Amino Acid,639,NAMED,MYFMARDICOWMQP-YUMQZZPRSA-N,CC(C)C[C@@H](C(O)=O)NC(CC[C@@H](C(O)=O)N)=O,gamma-glutamylleucine,gamma-glutamylleucine,2566-39-4,133115,HMDB0011171,,151023,Pos Early
1303,209,18360,126834,Nucleotide,"Purine Metabolism, Adenine containing",4146,NAMED,OFBHPPMPBOJXRT-UHFFFAOYSA-N,OC(C1O)C(OC1COP(O)(O)=O)N2C(N=CN=C3NC(C(O)=O)CC(O)=O)=C3N=C2,adenylosuccinate,adenylosuccinate,19046-78-7,190,HMDB0000536,C03794,440122,Neg
1310,209,5278,126003,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4309,NAMED,BAWFJGJZGIEFAR-JTDWVUTFSA-N,NC1=NC=NC2=C1N=CN2[C@@H]3[C@@H](O)[C@@H](O)[C@H](COP(OP(OC[C@@H]4[C@@H](O)[C@@H](O)[C@H]([N+]5=CC(C(N)=O)=CC=C5)O4)([O-])=O)(O)=O)O3,nicotinamide adenine dinucleotide (NAD+),NAD+,53-84-9,5681,,C00003,5892,Neg
1312,400,22152,155794,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4307,NAMED,DAYLJWODMCOQEW-TURQNECASA-N,O[C@@H]1[C@@H](COP([O-])(O)=O)O[C@@H]([N@@+]2=CC=CC(C(N)=O)=C2)[C@@H]1O,nicotinamide ribonucleotide (NMN),nicotinamide ribonucleotide (NMN),1094-61-7,13553,HMDB0000229,C00455,14180,Pos Early
1442,305,12129,147727,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",363,NAMED,AXFYFNCPONWUHW-UHFFFAOYSA-N,CC(C)(O)CC(O)=O,beta-hydroxyisovalerate,beta-hydroxyisovalerate,625-08-1,62571,HMDB0000754,,69362,Polar
1488,402,32463,158509,Lipid,Endocannabinoid,2168,NAMED,LGEQQWMQCRIYKG-DOFZRALJSA-N,O=C(NCCO)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,arachidonoyl ethanolamide,arachidonoyl ethanolamide,94421-68-8,4445241,HMDB0004080,C11695,5281969,Pos Late
1489,402,38165,159012,Lipid,Endocannabinoid,2163,NAMED,HXYVTAGFYLMHSO-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(NCCO)=O,palmitoyl ethanolamide,palmitoyl ethanolamide,544-31-0,4509,HMDB0002100,C16512,4671,Pos Late
1526,402,19263,164198,Lipid,Phosphatidylethanolamine (PE),2409,NAMED,FHQVHHIBKUMWTI-OTMQOFQLSA-N,CCCCCCCC\C=C/CCCCCCCC(O[C@](COC(CCCCCCCCCCCCCCC)=O)(COP([O-])(OCC[N+]([H])([H])[H])=O)[H])=O,1-palmitoyl-2-oleoyl-GPE (16:0/18:1),1-palmitoyl-2-oleoyl-GPE (16:0/18:1),26662-94-2,4446615,HMDB0005320,,5283496,Pos Late
1548,209,12358,124841,Cofactors and Vitamins,Tetrahydrobiopterin Metabolism,4391,NAMED,LHQIJBMDNUYRAM-AWFVSMACSA-N,O=C1C2=NC([C@H](O)[C@H](O)C)=CNC2=NC(N)=N1,biopterin,biopterin,22150-76-1,392795,HMDB0000468,C06313,445040,Neg
1648,209,18497,125762,Lipid,Primary Bile Acid Metabolism,3456,NAMED,WBWWGRHZICKQGZ-HGVCTONRSA-N,C[C@@]12[C@@]([H])(CC[C@]2([H])[C@@H](CCC(NCCS(O)(=O)=O)=O)C)[C@@]([C@H](O)C[C@@]3([H])[C@@]4(CC[C@@H](O)C3)C)([H])[C@@]4([H])C[C@@H]1O,taurocholate,taurocholate,145-42-6,,HMDB0000036,C05122,"6675,46783527",Neg
1668,209,12261,124839,Lipid,Secondary Bile Acid Metabolism,3490,NAMED,AWDRATDZQPNJFN-RZGBOAIJSA-N,C[C@@]12[C@@]([H])(CC[C@]2([H])[C@@H](CCC(NCCS(O)(=O)=O)=O)C)[C@@](CC[C@@]3([H])[C@@]4(CC[C@@H](O)C3)C)([H])[C@@]4([H])C[C@@H]1O,taurodeoxycholate,taurodeoxycholate,207737-97-1,2015539,HMDB0000896,C05463,2733768,Neg
1748,400,12130,155520,Amino Acid,Tyrosine Metabolism,195,NAMED,VYFYYTLLBUKUHU-UHFFFAOYSA-N,NCCC1=CC=C(O)C(O)=C1,dopamine,dopamine,62-31-7,661,HMDB0000073,C03758,681,Pos Early
1749,400,18790,155679,Lipid,Neurotransmitter,1940,NAMED,YTUKLXFAWCWPPJ-UHFFFAOYSA-N,C[N+](C)(C)[CH-]COC(C)=O,acetylcholine,acetylcholine,60-32-1,,HMDB0000895,C01996,187,Pos Early
1830,209,43840,145261,Lipid,Fatty Acid Metabolism,1474,NAMED,ZSLZBFCDCINBPY-AQMUXDAGSA-N,NC1=NC=NC2=C1N=CN2[C@H]3[C@H](O)[C@H](OP(O)(O)=O)[C@@H](COP(OP(OCC(C)(C)[C@H](O)C(NCCC(NCCSC(C)=O)=O)=O)(O)=O)(O)=O)O3,acetyl CoA,acetyl-CoA,102029-73-2,392413,HMDB0001206,C00024,444493,Neg
2029,209,18362,124661,Lipid,"Fatty Acid, Dicarboxylate",1680,NAMED,BDJRBEYXGGNYIS-UHFFFAOYSA-N,O=C(O)CCCCCCCC(O)=O,azelate (C9-DC),azelate (C9-DC),123-99-9,2179,HMDB0000784,C08261,2266,Neg
2050,209,18467,126840,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1561,NAMED,JAZBEHYOTPTENJ-JLNKQSITSA-N,O=C(O)CCC\C=C/C/C=C\C/C=C\C/C=C\C/C=C\CC,eicosapentaenoate (EPA; 20:5n3),eicosapentaenoate (EPA; 20:5n3),"10-2005-9,10417-94-4",393682,HMDB0001999,C06428,446284,Neg
2051,305,15745,146490,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",410,NAMED,WXUAQHNMJWJLTG-UHFFFAOYSA-N,CC(C(O)=O)CC(O)=O,methylsuccinate,methylsuccinate,498-21-5,9922,HMDB0001844,,10349,Polar
2054,305,15765,147158,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",407,NAMED,UKFXDFUAPNAMPJ-UHFFFAOYSA-N,CCC(C(O)=O)C(O)=O,ethylmalonate,ethylmalonate,601-75-2,11263,HMDB0000622,,11756,Polar
100000007,400,15500,155554,Lipid,Carnitine Metabolism,1933,NAMED,PHIQHXFUZVPYII-ZCFIWIBFSA-N,[O-]C(C[C@@H](O)C[N+](C)(C)C)=O,carnitine,carnitine,461-05-2,10455,HMDB0000062,"C00487,C00308",288,Pos Early
100000008,209,15778,124867,Xenobiotics,Benzoate Metabolism,4477,NAMED,WPYMKLBDIGXBTP-UHFFFAOYSA-N,OC(C1=CC=CC=C1)=O,benzoate,benzoate,65-85-0,238,HMDB0001870,C00180,243,Neg
100000011,209,57745,213340,Amino Acid,Phenylalanine Metabolism,155,NAMED,WLJVXDMOQOGPHL-UHFFFAOYSA-N,O=C(O)CC1=CC=CC=C1,phenylacetate,phenylacetate,103-82-2,10181341,HMDB0000209,C07086,999,Neg
100000016,305,15730,145770,Lipid,"Fatty Acid, Dicarboxylate",1677,NAMED,TYFQFVWCELRYAO-UHFFFAOYSA-N,OC(CCCCCCC(O)=O)=O,suberate (C8-DC),suberate (C8-DC),505-48-6,10025,HMDB0000893,C08278,10457,Polar
100000036,209,15676,123263,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",394,NAMED,JVQYSWDUAOAHFM-UHFFFAOYSA-N,CCC(C)C(C(O)=O)=O,3-methyl-2-oxovalerate,3-methyl-2-oxovalerate,"51829-07-3,1460-34-0",46,HMDB0000491,"C03465,C06008,C00671","439286,440877",Neg
100000039,400,18374,155665,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",440,NAMED,QEFRNWWLZKMPFJ-YGVKFDHGSA-N,O=C(O)[C@@H](N)CCS(C)=O,methionine sulfoxide,methionine sulfoxide,3226-65-1,139840,HMDB0002005,C02989,158980,Pos Early
100000042,400,15677,155570,Amino Acid,Histidine Metabolism,72,NAMED,JDHILDINMRGULE-LURJTMIESA-N,N[C@H](C(O)=O)CC1=CN=CN1C,3-methylhistidine,3-methylhistidine,368-16-1,58494,HMDB0000479,C01152,64969,Pos Early
100000054,400,15685,155573,Amino Acid,Lysine Metabolism,119,NAMED,YSMODUONRAFBET-AKGZTFGVSA-N,N[C@@H](CCC(O)CN)C(O)=O,5-hydroxylysine,5-hydroxylysine,13204-98-3,1002,HMDB0000450,C16741,3032849,Pos Early
100000086,400,15125,155532,Xenobiotics,Food Component/Plant,4849,NAMED,QQVDJLLNRSOCEL-UHFFFAOYSA-N,O=P(O)(O)CCN,ciliatine (2-aminoethylphosphonate),ciliatine (2-aminoethylphosphonate),2041-14-7,10463796,HMDB0011747,C03557,339,Pos Early
100000093,305,35629,145840,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1236,NAMED,GXIURPTVHJPJLF-UHFFFAOYSA-N,OCC(OP(O)(O)=O)C(O)=O,2-phosphoglycerate,2-phosphoglycerate,70195-25-4,13766841,HMDB0000362,C00631,59,Polar
100000096,400,15681,155572,Amino Acid,Guanidino and Acetamido Metabolism,563,NAMED,TUHVEAJXIMEOSA-UHFFFAOYSA-N,N=C(N)NCCCC(O)=O,4-guanidinobutanoate,4-guanidinobutanoate,"463-003,463-00-3",486,HMDB0003464,C01035,500,Pos Early
100000103,400,15496,155551,Amino Acid,Polyamine Metabolism,534,NAMED,QYPPJABKJHAVHS-UHFFFAOYSA-N,NCCCCNC(N)=N,agmatine,agmatine,2482-00-0,194,HMDB0001432,C00179,199,Pos Early
100000110,400,15308,155543,Amino Acid,Lysine Metabolism,134,NAMED,VHRGRCVQAFMJIZ-UHFFFAOYSA-N,NCCCCCN,cadaverine,cadaverine,"462-94-2,1476-39-7",13866593,HMDB0002322,C01672,273,Pos Early
100000125,400,15949,155608,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",4263,NAMED,CKTSBUTUHBMZGZ-SHYZEUOFSA-N,[H][C@]1([H])[C@@](O)([H])[C@](CO)([H])O[C@]1(N2C(N=C(N)C=C2)=O)[H],2'-deoxycytidine,2'-deoxycytidine,951-77-9,13117,HMDB0000014,C00881,13711,Pos Early
100000135,209,15076,124625,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",4128,NAMED,VGONTNSXDCQUGY-RRKCRQDMSA-N,OC[C@@H]1[C@H](C[C@H](N2C=NC3=C2N=CN=C3O)O1)O,2'-deoxyinosine,2'-deoxyinosine,890-38-0,58569,HMDB0000071,C05512,135398593,Neg
100000138,209,18289,126832,Cofactors and Vitamins,Pantothenate and CoA Metabolism,4341,NAMED,KDTSHFARGAKYJN-IBOSZNHHSA-N,SCCNC(CCNC([C@H](O)C(C)(C)COP(OP(OC[C@H]([C@H]1O)O[C@H]([C@@H]1O)N2C=NC3=C2N=CN=C3N)(O)=O)(O)=O)=O)=O,3'-dephosphocoenzyme A,3'-dephosphocoenzyme A,3633-59-8,392407,HMDB0001373,C00882,444485,Neg
100000146,400,15135,155537,Xenobiotics,Food Component/Plant,4775,NAMED,WJJMNDUMQPNECX-UHFFFAOYSA-N,OC(C1=CC=CC(C(O)=O)=N1)=O,dipicolinate,dipicolinate,499-83-2,9940,HMDB0033161,,10367,Pos Early
100000251,209,15797,127541,Cofactors and Vitamins,Riboflavin Metabolism,4335,NAMED,FVTCRASFADXXNN-UHFFFAOYSA-N,CC1=C(C)C=C(N(CC(O)C(C(COP(O)(O)=O)O)O)C(C2=N3)=NC(NC2=O)=O)C3=C1,flavin mononucleotide (FMN),FMN,130-40-5,690,HMDB0001520,C00061,643976,Neg
100000257,305,15443,146478,Carbohydrate,Aminosugar Metabolism,1407,NAMED,AEMOLEFTQBMNLQ-QIUUJYRFSA-N,O[C@@H]1O[C@H]([C@](O)=O)[C@@H](O)[C@H](O)[C@H]1O,glucuronate,glucuronate,207300-70-7,58552,HMDB0000127,C16245,"441478,23677976,94715,65041,444791",Polar
100000258,305,43847,146556,Lipid,Glycerolipid Metabolism,2843,NAMED,AWUCVROLDVIAJX-UHFFFAOYSA-N,O=P(O)(OCC(CO)O)O,glycerol 3-phosphate,glycerol 3-phosphate,29849-82-9,734,HMDB0000126,C0093,754,Polar
100000262,400,15696,155577,Amino Acid,"Glycine, Serine and Threonine Metabolism",24,NAMED,QJPWUUJVYOJNMH-VKHMYHEASA-N,N[C@@H](CCO1)C1=O,homoserine lactone,homoserine lactone,2185-02-6,393441,,C19777,445963,Pos Early
100000263,400,15716,155583,Amino Acid,Histidine Metabolism,83,NAMED,ACZFBYCNAVEFLC-UHFFFAOYSA-N,OC(C(O)=O)CC1=CN=CN1,imidazole lactate,imidazole lactate,14403-45-3,389128,HMDB0002320,C05568,793,Pos Early
100000265,400,15140,155539,Amino Acid,Tryptophan Metabolism,267,NAMED,YGPSJZOEDVAXAB-QMMMGPOBSA-N,N[C@H](C(O)=O)CC(C1=CC=CC=C1N)=O,kynurenine,kynurenine,2922-83-0,141580,HMDB0000684,C00328,161166,Pos Early
100000269,400,15990,155613,Lipid,Phospholipid Metabolism,2237,NAMED,SUHOQUVVVLNYQR-MRVPVSSYSA-N,O=P(OCC[N+](C)(C)C)([O-])OC[C@H](O)CO,glycerophosphorylcholine (GPC),glycerophosphorylcholine (GPC),28319-77-9,571409,HMDB0000086,C00670,71920,Pos Early
100000275,305,15910,147520,Carbohydrate,Glycogen Metabolism,1295,NAMED,LUEWUZLMQUOBSB-ZLBHSGTGSA-N,O[C@H]1[C@H](O)[C@@H](CO)O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)O[C@@H]2CO)[C@@H]1O,maltotetraose,maltotetraose,34612-38-9,393830,HMDB0001296,C02052,439639,Polar
100000276,305,44688,147873,Carbohydrate,Glycogen Metabolism,1297,NAMED,FYGDTMLNYKFZSV-DZOUCCHMSA-N,O[C@H]1[C@H](O)[C@@H](CO)O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)OC(O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@@H]1O,maltotriose,maltotriose,1109-28-0,388669,HMDB0001262,C01835,439586,Polar
100000282,400,15720,155584,Amino Acid,Glutamate Metabolism,47,NAMED,RFMMMVDNIPUKGG-YFKPBYRVSA-N,O=C(O)CC[C@@H](C(O)=O)NC(C)=O,N-acetylglutamate,N-acetylglutamate,5817-08-3,1266066,HMDB0001138,C00624,70914,Pos Early
100000283,400,18354,155654,Carbohydrate,Aminosugar Metabolism,1423,NAMED,SOARVSUSWULNDI-TVVSKHENSA-N,C[C@H](C(O)=O)O[C@H]([C@@H](NC(C)=O)C=O)[C@@H]([C@@H](CO)O)O,N-acetylmuramate,N-acetylmuramate,10597-89-4,74681,HMDB0060493,C02713,5462244,Pos Early
100000292,402,39321,213129,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,4407,NAMED,KSFOVUSSGSKXFI-UHFFFAOYSA-N,CC1=C(C=C)C(/C=C2N/C(C(CCC(O)=O)=C/2C)=C\3)=N\C1=C/C4=C(C=C)C(C)=C(/C=C5N=C3C(CCC(O)=O)=C/5C)N4,protoporphyrin IX,protoporphyrin IX,"50865-10-5,553-12-8",10469486,HMDB0000241,C02191,4971,Pos Late
100000296,305,36828,147829,Carbohydrate,Disaccharides and Oligosaccharides,1329,NAMED,LABSPYBHMPDTEL-LIZSDCNHSA-N,O=P(O)(O)OC[C@H]([C@H]1O)O[C@H](O[C@](O[C@H](CO)[C@H]2O)([H])[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,trehalose 6-phosphate,trehalose 6-phosphate,136632-28-5,109086,HMDB0001124,"C00689,G09795",122336,Polar
100000298,305,15860,147164,Carbohydrate,Nucleotide Sugar,1384,NAMED,HSCJRCZFDFQWRP-ABVWGUQPSA-N,O[C@H]([C@@H]1O)[C@@H](O[C@@H]1COP(OP(O[C@H]([C@H](O)[C@H]2O)O[C@H](CO)[C@@H]2O)(O)=O)(O)=O)N(C=CC3=O)C(N3)=O,UDP-galactose,UDP-galactose,"137868-52-1,91183-98-1,2956-16-3",17069,HMDB0000302,C00052,18068,Polar
100000299,209,15136,124851,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",4124,NAMED,UBORTCNDUKBEOP-UUOKFMHZSA-N,OC1=C(N=CN2[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](CO)([H])O3)C2=NC(O)=N1,xanthosine,xanthosine,146-80-5,58484,HMDB0000299,C01762,64959,Neg
100000328,209,15504,124857,Cofactors and Vitamins,Pantothenate and CoA Metabolism,4340,NAMED,JDMUPRLRUUMCTL-VIFPVBQESA-N,O=P(OCC(C)(C)[C@@H](O)C(NCCC(NCCS)=O)=O)(O)O,phosphopantetheine,phosphopantetheine,NA,103123,HMDB0001416,C01134,987,Neg
100000341,209,15442,123253,Carbohydrate,Pentose Phosphate Pathway,1246,NAMED,BIRSGZKFKXLSJQ-SQOUGZDYSA-N,O=P(OC[C@H]([C@@H](O)[C@H](O)[C@@H](O)C(O)=O)O)(O)O,6-phosphogluconate,6-phosphogluconate,"921-62-0,53411-70-4",82615,HMDB0001316,C00345,91493,Neg
